,tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,production_countries,primaryName
4355,tt1105739,Le plaisir de chanter,2008,99,Comedy,5.9,317,FR,"Jeanne Balibar,Julien Baumgartner,Lorànt Deutsch,Caroline Ducey,Marina Foïs,Dominique Reymond,Nathalie Richard,Guillaume Quatravaux,Evelyne Kirschenbaum,Frédéric Karakozian"
4359,tt11068166,À l'abordage,2020,95,"Comedy,Drama",7.0,2587,FR,"Jordan Rezgui,Édouard Sulpice,Martin Mesnier,Asma Messaoudene,Eric Nantchouang,Ana Blagojevic,Lucie Gallo,Nicolas Pietri,Salif Cissé,Cécile Feuillet"
4362,tt11093134,Garçon chiffon,2020,108,"Comedy,Drama",5.5,515,FR,"Jean-Marc Barr,Nathalie Baye,Laurent Capelluto,Florence Giorgetti,Dominique Reymond,Laetitia Spigarelli,Arnaud Valois,Nicolas Maury,Laure Calamy,Théo Christine"
4364,tt1109624,Paddington,2014,95,"Adventure,Comedy,Family",7.3,134023,"FR', 'GB', 'US","Jim Broadbent,Imelda Staunton,Hugh Bonneville,Tim Downie,Geoffrey Palmer,Julie Walters,Theresa Watson,Madeleine Worrall,Sally Hawkins,Lottie Steer"
4374,tt11190652,La fine fleur,2020,95,"Comedy,Drama",6.4,1170,FR,"Pasquale D'Inca,Catherine Frot,Serpentine Teyssier,Mathieu Duboclard,Olivia Côte,Fatsah Bouyahmed,Marie Petiot,Vincent Dedienne,Matthieu Loos,Manel Foulgoc"
4375,tt11206302,30 jours max,2020,87,"Action,Comedy,Crime",5.4,1917,FR,"Marie-Anne Chazel,José Garcia,Chantal Ladesou,Nicolas Marié,Vanessa Guide,Reem Kherici,Philippe Lacheau,Tarek Boudali,Julien Arruti,Paco Boisson"
4376,tt11210390,Astérix & Obélix: L'Empire du Milieu,2023,112,"Adventure,Comedy,Family",5.1,10225,FR,"Vincent Cassel,Ramzy Bedia,Guillaume Canet,Marion Cotillard,Marion Cotillard,José Garcia,Gilles Lellouche,Julie Chen,Zlatan Ibrahimovic,Jonathan Cohen,Leanna Chea"
4382,tt11281142,Sol,2020,98,Comedy,6.1,220,FR,"Chantal Lauby,Dominique MacAvoy,Irina Ninova,Giovanni Pucci,Yannick Renier,Jézabel Marques,Cyril Garnier,Thierry Lopez,Serge Bagdassarian,Camille Chamoux"
4387,tt1130988,JCVD,2008,97,"Action,Comedy,Crime",7.0,40347,"BE', 'FR', 'LU","Jean-Claude Van Damme,Valérie Bodson,Vincent Lecuyer,Hervé Sogne,Mourade Zeguendi,John Flanders,Huifang Wang,Rock Chen,Jenny De Chez,Renata Kamara"
4389,tt11310608,En attendant Bojangles,2021,124,"Comedy,Drama,Romance",6.4,2123,FR,"Fabienne Chaudat,Romain Duris,Elisa Maillot,Morgane Lombard,Solan Machado Graner,Grégory Gadebois,Virginie Efira,Lucas Bléger,Franck Mercadal,Bénédicte Charton"
4391,tt1132594,Louise-Michel,2008,94,"Comedy,Drama",6.5,2595,FR,"Bouli Lanners,Albert Dupontel,Mathieu Kassovitz,Yolande Moreau,Benoît Poelvoorde,Joseph Dahan,Kafka,Agnès Aubé,Fabienne Berne,Hervé Desinge"
4393,tt1132608,Vilaine,2008,93,Comedy,5.5,1092,FR,"Marilou Berry,Jean-Claude Dreyfus,Chantal Lauby,Pierre-François Martin-Laval,Liliane Rovère,Frédérique Bel,Joséphine de Meaux,Alice Pol,Gil Alma,Thomas Ngijol"
4394,tt1134801,Bouquet final,2008,101,Comedy,5.8,662,FR,"Gérard Depardieu,Bérénice Bejo,Valérie Bonneton,Didier Bourdon,Michel Galabru,Marc-André Grondin,Marthe Keller,Marilú Marini,Chantal Neuwirth,Anne Girouard"
4401,tt1139800,La fille de Monaco,2008,95,"Comedy,Drama",5.8,2358,FR,"Stéphane Audran,Jeanne Balibar,Gilles Cohen,Philippe Duclos,Fabrice Luchini,Hélène de Saint-Père,Christophe Vandevelde,Roschdy Zem,Alexandre Steiger,Louise Bourgoin"
4411,tt1149361,Micmacs à tire-larigot,2009,105,"Action,Comedy,Crime",7.1,31286,FR,"Michel Crémadès,Dany Boon,André Dussollier,Jean-Pierre Marielle,Nicolas Marié,Yolande Moreau,Dominique Pinon,Omar Sy,Marie-Julie Baup,Julie Ferrier"
4415,tt11508096,J'irai mourir dans les Carpates,2020,96,"Comedy,Mystery,Thriller",6.0,400,FR,"Antoine de Maximy,Vlad Jipa,Max Boublil,Alexandre Ionescu,Adi Lepadat,Alice Pol,Stéphan Wojtowicz,Léon Plazol,Adrian Matioc,Lola Cès"
4416,tt11541872,BigBug,2022,111,"Comedy,Sci-Fi",5.5,10480,FR,"François Levantal,Isabelle Nanty,Claude Perron,Elsa Zylberstein,Stéphane De Groodt,Youssef Hajdi,Alban Lenoir,Claire Chust,Marysole Fertard,Hélie Thonnat"
4417,tt11557872,Zaï Zaï Zaï Zaï,2020,83,Comedy,5.8,540,FR,"Ramzy Bedia,Julie Depardieu,Julie Gayet,Yolande Moreau,Jean-Paul Rouve,Émilie Perrin,Fred Tournaire,Jeanne Arènes,Nicolas Lumbreras,Marc Riso"
4419,tt1156505,Bancs publics (Versailles rive droite),2009,110,"Comedy,Romance",5.9,852,FR,"Olivier Gourmet,Samir Guesmi,Florence Muller,Bruno Podalydès,Denis Podalydès,Estelle Chailloux,Ridan,Laure Calamy,Jérôme Paret,Robin Londinsky"
4420,tt11568322,Envole-moi,2021,91,"Comedy,Drama",6.2,542,"FR', 'IT","Marie-Sohna Condé,Gérard Lanvin,Lili Aupetit,Daphné de Quatrebarbes,Yoann Eloundou,Gwendalina Doycheva,Jean-Louis Barcelona,François Bureloup,Ornella Fleury,Victor Belmondo"
4421,tt1157549,Cea mai fericita fata din lume,2009,99,"Comedy,Drama",6.9,1695,"BE', 'FR', 'JP', 'NL', 'RO","Alexandru Georgescu,Diana Gheorghian,Vasile Muraru,Serban Pavlu,Andi Vasluianu,Luminita Stoianovici,Violeta Haret-Popa,Andreea Bosneag,Doru Catanescu"
4425,tt1160015,Nés en 68,2008,173,"Comedy,Drama,Romance",6.5,671,FR,"Laetitia Casta,Laetitia Casta,Charlotte Clamens,Violeta Ferrer,Gaëtan Gallier,Stéphane Jacquot,Yann Trégouët,Yves Verhoeven,Yannick Renier,Franc Bruneau,Kate Moran"
4426,tt11610804,Haute couture,2021,100,"Comedy,Drama",6.2,1191,FR,"Nathalie Baye,Pascale Arbillot,Claude Perron,Farida Ouchani,Claudine Vincent,Adam Bessa,Soumaye Bocoum,Lyna Khoudri,Romain Brau,Alexandrina Turcan"
4430,tt11669538,Viens je t'emmène,2022,100,"Comedy,Drama",6.2,725,FR,"Philippe Fretun,Noémie Lvovsky,Noémie Lvovsky,Farida Rahouadj,Renaud Rutten,Renaud Rutten,Yves-Robert Viala,Yves-Robert Viala,Miveck Packa,Miveck Packa,Jean-Charles Clichet,Michel Masiero,Doria Tillier,Doria Tillier,Ilies Kadri,Ilies Kadri"
4432,tt1167660,OSS 117: Rio ne répond plus,2009,101,"Action,Adventure,Comedy",6.8,16556,FR,"Pierre Bellemare,Laurent Capelluto,Jean Dujardin,Serge Hazanavicius,Ken Samuels,Rüdiger Vogler,Louise Monot,Alex Lutz,Reem Kherici,Cirillo Luna"
4436,tt1168639,Home Sweet Home,2008,100,Comedy,5.4,102,FR,"Judith Godrèche,Patrick Chesnais,Lorànt Deutsch,Raphaël Lenglet,Gérard Loussine,Juliette Poissonnier,Daniel Prévost,Gabriele Barialai,Nicolas Gob,Alexandre Astier"
4445,tt11748354,Les parfums,2019,100,"Comedy,Drama",6.6,1994,FR,"Sacha Bourdo,Olivier Broche,Emmanuelle Devos,Sergi López,Gustave Kervern,Grégory Montel,Paul Jeanson,Pauline Moulène,Zelie Rixhon,Lisa Perrio"
4452,tt1178663,Whatever Works,2009,93,"Comedy,Romance",7.1,76955,"FR', 'US","Adam Brooks,Henry Cavill,Larry David,Lyle Kanouse,Carolyn McCormick,Michael McKean,Yolonda Ross,Evan Rachel Wood,Samantha Bee,Clifford Lee Dickson"
4453,tt1179025,Les aventures extraordinaires d'Adèle Blanc-Sec,2010,107,"Action,Adventure,Comedy",6.3,22674,FR,"Mathieu Amalric,Gérard Chaillou,Laure de Clermont-Tonnerre,Gilles Lellouche,Philippe Nahon,Jacky Nercessian,Jean-Paul Rouve,Nicolas Giraud,Louise Bourgoin,Serge Bagdassarian"
4456,tt1179258,Chéri,2009,86,"Comedy,Drama,Romance",6.1,11689,"FR', 'DE', 'GB","Michelle Pfeiffer,Kathy Bates,Iben Hjejle,Tom Burke,Felicity Jones,Joe Sheridan,Frances Tomelty,Toby Kebbell,Rupert Friend,Hubert Tellegen"
4457,tt1179820,48 heures par jour,2008,89,Comedy,5.1,163,FR,"Victoria Abril,Aure Atika,Antoine de Caunes,Jean-Yves Chatelais,Aurore Clément,Sandrine Dumas,Catherine Jacob,Yves Jacques,Bernadette Lafont,Mathias Mlekuz"
4465,tt1182924,L'emmerdeur,2008,86,Comedy,5.4,1027,FR,"Virginie Ledoyen,Richard Berry,Richard Berry,Michel Aumont,Cédric Chevalme,Pascal Elbé,Laurie Lefret,José Paul,Patrick Timsit,Louis Gensollen,Laurent Paolini"
4466,tt11832346,La bataille du rail,2019,82,Comedy,6.1,67,FR,"Céline Carrère,Elias Berléand-Lasry,Léo Bellecour,Benjamin Bellecour,Leilli Airom,Stéphane Coulon,Bénédicte Dessombz,Clara Ponsot,Pierre Lottin,Ava Baya"
4475,tt1188988,Ex,2009,120,"Comedy,Romance",6.2,2285,"FR', 'IT","Claudio Bisio,Nancy Brilli,Fabio De Luigi,Alessandro Gassmann,Claudia Gerini,Flavio Insinna,Silvio Orlando,Vincenzo Salemme,Gianmarco Tognazzi,Nathalie Rapti Gomez"
4476,tt1189076,Ricky,2009,89,"Comedy,Drama,Fantasy",5.8,3246,FR,"Jean-Claude Bolle-Reddat,Maryline Even,Alexandra Lamy,Sergi López,Martine Vandeville,André Wilms,Myriam Azencot,Arthur Peyret,Mélusine Mayance,Véronique Joly"
4482,tt1193088,Le code a changé,2009,100,"Comedy,Drama",5.8,2114,FR,"Patrick Bruel,Patrick Chesnais,Dany Boon,Marina Foïs,Marina Hands,Blanca Li,Emmanuelle Seigner,Laurent Stocker,Christopher Thompson,Karin Viard"
4483,tt1193507,My Own Love Song,2010,102,"Adventure,Comedy,Drama",5.7,1845,"FR', 'US","Renée Zellweger,Elias Koteas,Nick Nolte,Forest Whitaker,Julia Lashae,Tim Parati,Annie Parisse,Madeline Zima,Bill Ladd,Chandler Frantz"
4485,tt1194242,Le vilain,2009,86,"Action,Comedy,Crime",6.3,1496,FR,"Bouli Lanners,Albert Dupontel,Philippe Duquesne,Bernard Farcy,Catherine Frot,Husky Kihal,Nicolas Marié,Christine Murillo,Jacqueline Hervé,Xavier Robic"
4486,tt1194610,Envoyés très spéciaux,2009,93,Comedy,5.4,822,FR,"Fabrice Bagni,Serge Hazanavicius,Gérard Jugnot,Gérard Lanvin,Anne Marivin,Laurent Bourdon,Clément Koch,François Alquier,Eric Uzan,Emilie Zapalski"
4487,tt1194616,LOL (Laughing Out Loud) ®,2008,103,"Comedy,Romance",6.2,9640,FR,"Sophie Marceau,Félix Moati,Christa Théret,Lou Lesage,Louis Sommer,Émile Bertherat,Adèle Choubard,Marion Chabassol,Jade-Rose Parker,Jérémy Kapone"
4488,tt1194620,Nunta muta,2008,87,"Comedy,Drama,History",7.8,7031,"RO', 'FR', 'LU","Alexandru Bindea,Tamara Buciuceanu-Botez,Dan Condurache,Luminita Gheorghiu,Serban Pavlu,Victor Rebengiuc,Valentin Teodosiu,Alexandru Potocean,Meda Andreea Victor,Ioana Anastasia Anton"
4489,tt11952238,Sous le ciel d'Alice,2020,92,"Comedy,Drama",6.7,1141,FR,"Hany Tamba,Isabelle Zighondi,John Chelhot,Greta Zighondi,Chloé Zighondi,Wajdi Mouawad,Alba Rohrwacher,Jade Breidi,Odette Makhlouf,Mariah Tannoury"
4490,tt1196329,La guerre des miss,2008,89,Comedy,5.2,605,FR,"Olivia Bonamy,Christian Charmetant,Jean-Paul Comart,Albert Delpy,Laurent Gamelon,Michèle Garcia,Jacques Mathou,Béatrice Michel,Benoît Poelvoorde,Cynthia Groggia"
4496,tt1206478,Le crime est notre affaire,2008,109,"Comedy,Crime,Mystery",6.0,1193,FR,"Yves Afonso,Annie Cordy,André Dussollier,Catherine Frot,Hippolyte Girardot,Alexandre Lafaurie,Chiara Mastroianni,Melvil Poupaud,Claude Rich,Christian Vadim"
4498,tt12071756,Rumba la vie,2022,102,Comedy,6.2,805,FR,"Jean-Pierre Darroussin,Franck Dubosc,Michel Houellebecq,Catherine Jacob,Marie-Philomène Nga,Marie Vincent,Karina Marimon,Claire Bouanich,Constantin Vidal,Louna Espinosa"
4500,tt12078024,Les 2 Alfred,2020,92,Comedy,6.5,957,FR,"Isabelle Candelier,Sandrine Kiberlain,Bruno Podalydès,Denis Podalydès,Gábor Rassov,Michel Vuillermoz,Samuel Benchetrit,Luàna Bajrami,Leslie Menu,Yann Frisch"
4503,tt12105554,Le discours,2020,87,"Comedy,Drama,Romance",6.3,2061,FR,"Sara Giraudeau,Guilaine Londez,François Morel,Julia Piaton,Benjamin Lavernhe,Adeline D'Hermy,Sarah Suco,Kyan Khojandi,Christophe Montenez,Marilou Aussilloux"
4505,tt1213922,Mes stars et moi,2008,88,Comedy,5.7,895,FR,"Emmanuelle Béart,Catherine Deneuve,Mélanie Bernier,Maria de Medeiros,Scali Delpeyrat,Antoine Duléry,Juliette Lamboley,Kad Merad,Rufus,Jean-Pierre Martins"
4533,tt1235189,Wild Target,2010,98,"Action,Comedy,Crime",6.7,40600,"FR', 'GB","Rupert Everett,Eileen Atkins,Duncan Duff,Gregor Fisher,Martin Freeman,Rupert Grint,Bill Nighy,Geoff Bell,Rory Kinnear,Emily Blunt"
4540,tt1239285,36 vues du Pic Saint Loup,2009,84,"Comedy,Drama",6.0,771,"FR', 'IT","Jane Birkin,Jacques Bonnaffé,Sergio Castellitto,André Marcon,Julie-Marie Parmentier,Vimala Pons,Mikaël Gaspar,Tintin Orsoni,Hélène de Vallombreuse,Stéphane Laisné"
4542,tt1240899,Amazonia,2013,83,"Adventure,Comedy,Family",6.5,1107,"BR', 'FR","Martin Sheen,Isabelle Drummond,Lúcio Mauro Filho,Nico Roberto Billy,Nico Roberto Bart,Maria Jark,Sanson Gully,Donald Gavin,Mike Aliciki"
4543,tt12416794,La petite bande,2022,106,Comedy,6.2,329,FR,"Laurent Capelluto,Aymé Medeville,Paul Belhoste,Colombe Schmidt,Redwan Sellam,Antoine Cervoni,Mateo Tramini,Laetitia Spigarelli,Pio Marmaï,Mathys Clodion-Gines"
4547,tt1242545,Looking for Eric,2009,116,"Comedy,Drama,Fantasy",7.1,17993,"BE', 'FR', 'IT', 'ES', 'GB","Eric Cantona,Steve Evets,Lucy-Jo Hudson,Gerard Kearns,Dylan Williams,Stephanie Bishop,Matthew McNulty,Stefan Gumbs,Laura Ainsworth,Cole Williams"
4553,tt12443930,"Les choses qu'on dit, les choses qu'on fait",2020,122,"Comedy,Drama,Romance",6.9,2984,FR,"Louis-Do de Lencquesaing,Émilie Dequenne,Guillaume Gouix,Vincent Macaigne,Jean-Baptiste Anoumon,Julia Piaton,Niels Schneider,Jenna Thiam,Camélia Jordana,Lise Lomi"
4556,tt12444440,Un triomphe,2020,105,"Comedy,Drama",7.0,2941,FR,"Marina Hands,Aleksandr Medvedev,Kad Merad,Laurent Stocker,David Ayala,Sofian Khammes,Pierre Lottin,Lamine Cissokho,Wabinlé Nabié,Saïd Benchnafa"
4557,tt12444576,The Death of Cinema and My Father Too,2020,103,"Comedy,Drama",6.6,184,"FR', 'IL","Ruth Farhi,Uri Klauzner,Marek Rozenbaum,Ina Rosenberg,Wilma Neubert,Ben Paz,Noa Koler,Roni Kuban"
4559,tt1244668,Soul Kitchen,2009,99,"Comedy,Drama",7.2,40485,"FR', 'DE', 'IT","Moritz Bleibtreu,Cem Akin,Adam Bousdoukos,Demir Gökgöl,Lucas Gregorowicz,Dorka Gryllus,Wotan Wilke Möhring,Birol Ünel,Pheline Roggan,Anna Bederke"
4567,tt12532368,Hopper et le hamster des ténèbres,2022,91,"Adventure,Animation,Comedy",6.3,2527,"BE', 'FR","Dino Andrade,Dino Andrade,Joey Camen,Joey Camen,Jeff Doucette,Jeff Doucette,Joe Ochman,Michael Ornstein,Michael Ornstein,Jordan Tartakow,Kyle Hebert,Kyle Hebert,Cedric L. Williams,Laila Berzins,Laila Berzins,Laila Berzins,James Fredrick"
4572,tt1258123,A Matter of Size,2009,90,"Comedy,Drama,Romance",6.9,1013,"FR', 'DE', 'IL","Dvir Benedek,Itzik Cohen,Alon Dahan,Albert Iluz,Levana Finkelstein,Evelin Hagoel,Hilla Sarjon,Itzik Konfino,Irit Kaplan,Shaul Ezer"
4576,tt12591668,Tralala,2021,120,"Comedy,Musical",5.9,428,FR,"Josiane Balasko,Mathieu Amalric,Mathieu Amalric,Bertrand Belin,Denis Lavant,Maïwenn,Jalil Lespert,Mélanie Thierry,Joseph Brisset,Balthazar Gibert,Galatéa Bellugi"
4578,tt1259570,Carne de neón,2010,98,"Comedy,Drama,Thriller",5.6,1874,"AR', 'ES', 'FR', 'SE","Dámaso Conde,Luciano Cáceres,Antonio de la Torre,Darío Grandinetti,Ángela Molina,Blanca Suárez,Vicente Romero,Macarena Gómez,Mario Casas,Vanessa Oliveira"
4579,tt1259591,L'autre Dumas,2010,105,"Comedy,Drama,History",6.3,699,FR,"Gérard Depardieu,Jean-Christophe Bouvet,Dominique Blanc,Michel Duchaussoy,Roger Dumas,Philippe Magnan,Catherine Mouchet,Florence Pernel,Benoît Poelvoorde,Mélanie Thierry"
4581,tt1262420,Visage,2009,138,"Comedy,Drama,Musical",6.0,1008,"FR', 'BE', 'NL', 'TW","Fanny Ardant,Fanny Ardant,Nathalie Baye,Mathieu Amalric,Laetitia Casta,Laetitia Casta,Kang-sheng Lee,Yi-ching Lu,Jean-Pierre Léaud,Jean-Pierre Léaud,Jeanne Moreau,Samuel Ganes,Norman Atun"
4582,tt12633744,T'as pécho?,2020,98,"Comedy,Romance",5.0,236,FR,"Ramzy Bedia,Vincent Macaigne,Max Fidèle,Leelou Laridan,Paul Kircher,Elsa Houben,Sophie-Marie Larrouy,Inès d'Assomption,Théo Gross,Renely Alfred"
4585,tt1263778,La belle personne,2008,97,"Comedy,Drama",6.6,7987,FR,"Agathe Bonitzer,Louis Garrel,Valérie Lang,Jean-Michel Portal,Grégoire Leprince-Ringuet,Anaïs Demoustier,Esteban Carvajal-Alegria,Léa Seydoux,Jacob Lyon,Simon Truxillo"
4587,tt1264904,Le Petit Nicolas,2009,91,"Comedy,Family",7.1,14126,"BE', 'FR","Valérie Lemercier,Vincent Claude,Elisa Heusch,Victor Carles,Damien Ferdel,Virgile Tirard,Charles Vaillant,Benjamin Averty,Germain Petit Damico,Maxime Godart"
4589,tt1266037,Quartier lointain,2010,98,"Comedy,Drama,Fantasy",6.9,1876,"BE', 'FR', 'DE', 'LU","Tania Garbarski,Pascal Greggory,Pascal Greggory,Alexandra Maria Lara,Jonathan Zaccaï,Léo Legrand,Pierre-Louis Bellet,Laura Moisson,Laura Martin,Laurence Lipski,Louis Bianchi"
4593,tt12698684,Azuro,2022,104,"Comedy,Drama",5.1,174,FR,"Yannick Choirat,Yannick Choirat,Antoine Coesens,Valérie Donzelli,Valérie Donzelli,Florence Loiret Caille,Nuno Lopes,Nuno Lopes,Maya Sansa,Maya Sansa,Rose Timbert,Odilon Aubert Choirat,Odilon Aubert Choirat,Thomas Scimeca,Thomas Scimeca,Adam Bessa"
4596,tt12708658,"Les Olympiades, Paris 13e",2021,105,"Comedy,Drama,Romance",7.0,9468,FR,"Anaïde Rozam,Lucie Zhang,Camille Léon-Fucien,Jehnny Beth,Geneviève Doang,Pol White,Noémie Merlant,Makita Samba,Rong-Ying Yang,Oceane Cairaty"
4598,tt12716170,Laila in Haifa,2020,99,"Comedy,Drama",5.5,259,"FR', 'IL","Makram Khoury,Hana Laslo,Bahira Ablassi,Khawla Ibraheem,Clara Khoury,Hisham Suliman,Maria Zreik,Tsahi Halevi,Naama Preis,Tom Baum"
4599,tt12754776,Menteur,2022,95,Comedy,5.1,1205,FR,"Karim Belkhadra,Catherine Hosmalin,Florence Muller,Kersti Ilves-Savina,Tarek Boudali,Louise Coldefy,Bertrand Usclat,Oleg Kupchik,Artus,Pauline Clément"
4600,tt1275590,De l'autre côté du lit,2008,93,Comedy,5.5,2844,FR,"Sophie Marceau,Dany Boon,Antoine Duléry,Anny Duperey,Roland Giraud,François Vincentelli,Juliette Arnaud,Delphine Rivière,Ninon Mauger,Clémot Couture"
4602,tt1278449,Sound of Noise,2010,102,"Comedy,Crime,Music",7.2,9898,"FR', 'SE","Bengt Braskered,Johannes Björk,Magnus Börjeson,Sanna Persson,Anders Vestergard,Fredrik Myhr,Marcus Boij,Martin Bergendal,Axel Bergendal,Nina Brundahl Warnolf"
4605,tt12792608,Sary mysyq,2020,90,"Comedy,Drama",6.2,595,"KZ', 'FR","Yerzhan Zhamankulov,Aydos Karayev,Sanjar Madi,Azamat Nigmanov,Arslan Akubaev,Konstantin Kozlov,Kamila Nugmanova,Yerken Gubashev,Talgat Sydybekov,Adema Yerzhanova"
4608,tt12808182,Le dernier mercenaire,2021,110,"Action,Adventure,Comedy",5.3,9758,FR,"Jean-Claude Van Damme,Eric Judor,Valérie Kaprisky,Miou-Miou,Patrick Timsit,Samir Decazza,Alban Ivanov,Alban Ivanov,Nassim Lyes,Assa Sylla,Djimo"
4619,tt12847022,C'est quoi ce papy ?!,2021,103,"Adventure,Comedy,Family",5.0,153,FR,"Patrick Chesnais,Julie Depardieu,Julie Gayet,Lucien Jean-Baptiste,Nino Kirtadze,Chantal Ladesou,Thierry Neuvic,Claudia Tagbo,Arié Elmaleh,Philippe Katerine"
4620,tt12847680,Maison de retraite,2022,97,Comedy,5.9,1078,FR,"Gérard Depardieu,Jean-Luc Bideau,Mylène Demongeot,Antoine Duléry,Daniel Prévost,Firmine Richard,Liliane Rovère,Marthe Villalonga,Kev Adams,Marianne Garcia"
4623,tt1285228,Victor,2009,95,Comedy,5.1,249,FR,"Pierre Richard,Clémentine Célarié,Antoine Duléry,Mohamed Hicham,Marie-France Mignal,Lambert Wilson,Sara Forestier,Jacqueline Corado,Manon Chevallier,Raphaël Bongiorno"
4630,tt12887770,Barbaque,2021,87,"Comedy,Horror",6.6,3681,FR,"Marina Foïs,Stéphane Soo Mongo,Lisa Do Couto Texeira,Virginie Hocq,Fabrice Eboué,Jean-François Cayrey,Franck Migeon,Victor Meutelet,Nicolas Lumbreras,Alexia Chardard"
4637,tt12970142,Le chemin du bonheur,2021,112,"Comedy,Drama",5.7,42,"BE', 'FR', 'LU","Simon Abkarian,Pascale Arbillot,Éric Caravaca,Éric Caravaca,André Jung,Michel Vuillermoz,Héléna Noguerra,Lenny Gaggioli,Amos Suchecki,Roxane Duran,Django Schrevens"
4648,tt1305796,Les doigts croches,2009,108,"Adventure,Comedy,Crime",6.7,574,"AR', 'CA', 'FR","Roy Dupuis,Aure Atika,Jean Pierre Bergeron,Claude Legault,Paolo Noël,Patrice Robitaille,Roxana Adet,Nicolás Albamonte,Nino Andolini,Marcelo Agrasar"
4649,tt13079150,Pourris gâtés,2021,95,Comedy,6.1,7810,FR,"Gérard Jugnot,François Morel,Ichem Bougheraba,Colette Kraffe,Tom Leeb,Joffrey Verbruggen,Louka Meliava,Clara Joly,Artus,Camille Lou"
4651,tt1308736,Le missionnaire,2009,91,Comedy,6.5,1657,FR,"Ben Feitelson,Jean-Gilles Barbier,Jean-Marie Bigard,Camille De Pazzis,Jean Dell,Thiam Aïssatou,Michel Chesneau,Julia Molkhou,Sidney Wernicke,David Strajmayster"
4652,tt1309463,Mariage chez les Bodin's,2008,82,Comedy,5.6,63,FR,"Pierre Aucaigne,Louis-Marie Audubert,Jean-Pierre Bigard,Johan Corbeau,Jean-Pierre Durand,Philippe Manesse,Carole Massana,Vincent Dubois,Jean-Christian Fraiscinet,Faru"
4655,tt13134894,J'adore ce que vous faites,2022,91,Comedy,5.0,364,FR,"Gérard Lanvin,Laura del Sol,Antoine Bertrand,Fabienne Galula,Caroline Bourg,Natasha Andrews,Antony Hickling,Lou Chauvain,Artus,Louis Seillé"
4656,tt13136332,Les femmes du square,2022,105,Comedy,6.5,328,FR,"Louis-Do de Lencquesaing,Léa Drucker,Élodie Navarre,Pascal Rénéric,Vidal Arzoni,Eye Haidara,Marc Zinga,Ahmed Sylla,Jisca Kalvanda,Bwanga Pilipili"
4658,tt13142240,Les amours d'Anaïs,2021,98,"Comedy,Drama,Romance",6.4,1932,FR,"Valeria Bruni Tedeschi,Anne Canovas,Annie Mercier,Grégoire Oestermann,Denis Podalydès,Bruno Todeschini,Anaïs Demoustier,Jean-Charles Clichet,Xavier Guelfi,Christophe Montenez"
4659,tt1314237,Les beaux gosses,2009,90,"Comedy,Drama,Romance",6.4,4406,FR,"Valeria Golino,Noémie Lvovsky,Anthony Sonigo,Alice Trémolières,Vincent Lacoste,Robin Nizan-Duverger,Simon Barbery,Baptiste Huet,Julie Scheibling,Camille Andreys"
4660,tt1314240,Erreur de la banque en votre faveur,2009,105,Comedy,6.2,820,FR,"Éric Berger,Jean-Yves Chatelais,Jean-Pierre Darroussin,Jennifer Decker,Scali Delpeyrat,Gérard Lanvin,Philippe Magnan,Barbara Schulz,Roger Van Hool,Éric Naggar"
4669,tt1318517,The Man Who Killed Don Quixote,2018,132,"Adventure,Comedy,Drama",6.3,22224,"BE', 'GB', 'FR', 'PT', 'ES","José Luis Ferrer,Will Keen,Jason Watkins,Sonia Franco,Óscar Jaenada,William Miller,Ismael Fritschi,Paloma Bloyd,Juan López-Tagle,Adam Driver"
4671,tt1320082,Le concert,2009,119,"Comedy,Drama,Music",7.5,18666,"BE', 'IT', 'RO', 'FR","Lionel Abelanski,Valeriy Barinov,Laurent Bateau,François Berléand,Aleksey Guskov,Vlad Ivanov,Anna Kamenkova,Mélanie Laurent,Mélanie Laurent,Miou-Miou,Dmitriy Nazarov"
4680,tt13271264,Mes très chers enfants,2021,95,Comedy,5.6,578,FR,"Josiane Balasko,Marilou Berry,Didier Bourdon,Estéban,Lise Lamétrie,Laurent Stocker,Joséphine de Meaux,Mustapha Abourachid,Cédric Ben Abdallah,Nicolas Ballay"
4682,tt13274576,Oranges sanguines,2021,105,"Comedy,Crime,Drama",6.4,1185,FR,"Lorella Cravotta,Denis Podalydès,Olivier Saladin,Christophe Paou,Florence Janas,Alexandre Steiger,Blanche Gardin,Fred Blin,Céline Fuhrer,Lilith Grasmug"
4688,tt13303648,Louloute,2020,87,"Comedy,Drama",6.2,136,FR,"Olivier Saladin,Hannah Castel Chiche,Alice Henri,Erika Sainte,Anna Mihalcea,Pierre Perrier,Bruno Clairefond,Laure Calamy,Cyril Texier,Rémi Baranger"
4689,tt13308316,Babysitter,2022,87,"Comedy,Drama,Mystery",6.1,1472,"CA', 'FR","Nathalie Breuer,Patrice Dubois,Patrick Hivon,Steve Laplante,Eve Duranceau,Hubert Proulx,Monia Chokri,Stéphane Moukarzel,Geneviève Beaudet,Nadia Tereszkiewicz"
